,bbl,15,16,17,18,19,cd,address,xcoord,ycoord
31,1002760002,M1,M1,M1,M1,M3,103.0,5 MONROE STREET,985275.0,198545.0
32,1002760037,W9,W9,W9,W9,M1,103.0,104 MADISON STREET,985543.0,198680.0
33,1002760059,M1,M1,M1,M1,M1,103.0,53 CATHERINE STREET,985212.0,198525.0
34,1002770005,M1,M1,M1,M1,M1,103.0,83 MADISON STREET,985335.0,198816.0
35,1002770012,M1,M1,M1,M1,M1,103.0,97 MADISON STREET,985501.0,198835.0
36,1002770015,M1,M1,M1,M1,M1,103.0,103 MADISON STREET,985576.0,198843.0
37,1002770056,M1,M1,M1,M1,M1,103.0,39 CATHERINE STREET,985161.0,198770.0
38,1002790008,M1,M1,M1,M4,M4,103.0,21 OLIVER STREET,984762.0,198834.0
39,1002790024,M2,M2,M2,M9,M9,103.0,30 JAMES STREET,984660.0,198821.0
40,1002790025,M1,M1,M1,M1,M1,103.0,32 JAMES STREET,984662.0,198760.0
41,1002790062,M9,M9,M9,M9,M9,103.0,7 EAST BROADWAY,984907.0,199118.0
42,1002790068,M2,M2,M2,M2,M2,103.0,2 OLIVER STREET,984841.0,199082.0
43,1002790069,M1,M1,M1,M1,M1,103.0,12 OLIVER STREET,984881.0,199029.0
44,1002800022,M1,M1,M1,M1,M1,103.0,15 MARKET STREET,985690.0,199119.0
45,1002810022,M9,M9,M9,M9,M9,103.0,48 EAST BROADWAY,985421.0,199330.0
46,1002820078,M9,M9,M9,M9,M9,103.0,83 DIVISION STREET,986022.0,199463.0
47,1002830016,M1,M1,M1,M1,M1,103.0,139 HENRY STREET,986809.0,199235.0
48,1002830017,M2,M2,M2,M2,M2,103.0,141 HENRY STREET,986833.0,199246.0
49,1002830018,M1,M1,M1,M1,M1,103.0,143 HENRY STREET,986898.0,199237.0
50,1002830031,M1,M1,M1,M1,M1,103.0,147 EAST BROADWAY,986711.0,199321.0
51,1002840022,M9,M9,M9,M9,M9,103.0,177 EAST BROADWAY,987192.0,199362.0
52,1002850008,M9,M9,V1,D7,D7,103.0,193 HENRY STREET,987613.0,199322.0
53,1002850021,M1,M1,M1,M1,M1,103.0,209 EAST BROADWAY,987640.0,199416.0
54,1002850024,M9,M9,M9,D7,D7,103.0,203 EAST BROADWAY,987577.0,199409.0
55,1002850025,M9,M9,M9,D7,D7,103.0,201 EAST BROADWAY,987553.0,199407.0
56,1002860031,M9,M9,M9,M9,M9,103.0,239 EAST BROADWAY,988058.0,199463.0
57,1002860032,M1,M1,M1,M1,M1,103.0,237 EAST BROADWAY,988034.0,199460.0
58,1002860033,M9,M9,M9,P5,P5,103.0,235 EAST BROADWAY,988010.0,199458.0
59,1002860034,M9,M9,M9,M9,M9,103.0,233 EAST BROADWAY,987986.0,199455.0
60,1002880028,M1,M1,M1,M1,M1,103.0,317 HENRY STREET,989246.0,199516.0
61,1002880048,M9,M9,M9,M9,M9,103.0,311 EAST BROADWAY,989106.0,199582.0
62,1002880063,M2,M2,M2,M2,M2,103.0,283 EAST BROADWAY,988587.0,199525.0
63,1002920008,M1,M1,M1,M1,M1,103.0,27 FORSYTH STREET,985855.0,199811.0
64,1002930003,M1,M1,M1,M1,M1,103.0,12 ELDRIDGE STREET,986061.0,199672.0
65,1002930007,M2,M2,M2,M1,M1,103.0,20 ELDRIDGE STREET,986086.0,199734.0
66,1002990035,K4,K4,K4,M9,M9,103.0,61 CANAL STREET,986436.0,199845.0
67,1003000012,M9,M9,M9,M9,M9,103.0,58 ELDRIDGE STREET,986264.0,200216.0
68,1003030024,M1,M1,M1,M1,M1,103.0,65 CHRYSTIE STREET,985683.0,200409.0
69,1003030039,M9,M9,M9,M9,M9,103.0,133 CANAL STREET,985549.0,200238.0
70,1003060003,M1,M1,M1,M1,M1,103.0,66 FORSYTH STREET,986091.0,200462.0
71,1003060030,M1,M1,M1,M1,M1,103.0,77 ELDRIDGE STREET,986238.0,200510.0
72,1003080023,M9,M9,M9,M9,M9,103.0,49 ORCHARD STREET,986654.0,200319.0
73,1003230073,M1,M1,M1,M1,M1,103.0,286 DELANCEY STREET,989944.0,200707.0
74,1003330010,M1,M1,M1,M1,M1,103.0,262 DELANCEY STREET,989623.0,200418.0
75,1003360017,M1,M1,M1,M1,M1,103.0,7 BIALYSTOKER PLACE,988876.0,199971.0
76,1003410026,M1,M1,M1,M1,M1,103.0,440 GRAND STREET,988344.0,200090.0
77,1003440056,M3,M3,M3,M3,M3,103.0,213 STANTON STREET,989123.0,201367.0
78,1003440060,M1,M1,M1,M1,M1,103.0,99 PITT STREET,989056.0,201343.0
79,1003450006,M9,M9,M9,M1,M1,103.0,162 ATTORNEY STREET,988939.0,201777.0
80,1003460037,M1,M1,M1,M1,M1,103.0,60 NORFOLK STREET,987639.0,200509.0
81,1003500048,M1,M1,M1,M1,M1,103.0,10 CLINTON STREET,988727.0,201927.0
82,1003500078,M1,M1,M1,M1,M1,103.0,180 STANTON STREET,988722.0,201687.0
83,1003550041,M1,M1,M1,M1,M1,103.0,172 NORFOLK STREET,988222.0,202008.0
84,1003730057,M1,M1,M1,M1,M1,103.0,297 EAST 3 STREET,989948.0,202111.0
85,1003730061,M1,M1,M1,M1,M1,103.0,289 EAST 3 STREET,989871.0,202154.0
86,1003740047,M1,M1,M1,M1,M1,103.0,345 EAST 4 STREET,990251.0,202230.0
87,1003750029,M3,M3,M3,M3,M3,103.0,740 EAST 6 STREET,990378.0,202565.0
88,1003760044,M1,M1,M1,M1,M1,103.0,725 EAST 6 STREET,990419.0,202715.0
89,1003760063,M1,M1,M1,M1,M1,103.0,701 EAST 6 STREET,990116.0,202870.0
90,1003770064,M1,M1,M1,M1,M1,103.0,247 EAST 7 STREET,990351.0,203033.0
91,1003780043,M1,M1,M1,M1,M1,103.0,393 EAST 8 STREET,990762.0,203095.0
92,1003820022,M1,M1,M1,M1,M1,103.0,181 AVENUE D,991278.0,204028.0
93,1003850030,M1,M1,M1,M1,M1,103.0,250 EAST 3 STREET,989453.0,202208.0
94,1003860014,M1,M1,M1,M1,M1,103.0,256 EAST 4 STREET,989239.0,202618.0
95,1003870035,M9,M9,M9,M9,M9,103.0,65 AVENUE C,989747.0,202595.0
96,1003870042,M1,M1,M1,M1,M1,103.0,289 EAST 4 STREET,989637.0,202574.0
97,1003870127,M1,M1,M1,M1,M1,103.0,636 EAST 6 STREET,989704.0,202938.0
98,1003900005,M1,M1,M1,M1,M1,103.0,121 AVENUE B,989650.0,203515.0
99,1003900052,M1,M1,M1,M1,M1,103.0,207 EAST 7 STREET,989811.0,203332.0
100,1003900058,M1,M1,M1,M1,M1,103.0,195 EAST 7 STREET,989709.0,203373.0
101,1003900105,M3,M3,M3,M3,M3,103.0,119 AVENUE B,989582.0,203528.0
102,1003910007,M3,M3,M3,M3,M3,103.0,602 EAST 9 STREET,989741.0,203794.0
103,1003920004,M1,M1,M1,M1,M1,103.0,149 AVENUE B,989820.0,203939.0
104,1003990011,M9,M9,M9,M9,M9,103.0,206 EAST 4 STREET,988639.0,202911.0
105,1003990051,M3,M3,M3,M3,M3,103.0,173 EAST 3 STREET,988661.0,202858.0
106,1004040002,M9,M9,M9,M9,M9,103.0,168 AVENUE A,989325.0,204562.0
107,1004050039,M1,M1,M1,M1,M1,103.0,545 EAST 11 STREET,989856.0,204451.0
108,1004050041,M3,M3,M3,M3,M3,103.0,543 EAST 11 STREET,989830.0,204466.0
109,1004060029,M1,M1,M1,M1,M1,103.0,548 EAST 13 STREET,990069.0,204775.0
110,1004140027,M1,M1,M1,M1,M1,103.0,280 BROOME STREET,986696.0,201077.0
111,1004150003,M1,M1,M1,M1,M1,103.0,158 ELDRIDGE STREET,986821.0,201497.0
112,1004150007,M1,M1,M1,M1,M1,103.0,166 ELDRIDGE STREET,986811.0,201588.0
113,1004150010,M1,M1,M1,M1,M1,103.0,172 ELDRIDGE STREET,986834.0,201647.0
114,1004150020,M1,M1,M1,M1,M1,103.0,61 RIVINGTON STREET,986927.0,201765.0
115,1004150027,M1,M1,M1,M1,M1,103.0,135 ALLEN STREET,986940.0,201672.0
116,1004190049,M9,M9,M9,M9,M9,103.0,43 DELANCEY STREET,986465.0,201377.0
117,1004230027,M9,M9,M9,M9,M9,103.0,248 GRAND STREET,985908.0,201013.0
118,1004260008,M2,M2,M2,M2,M2,103.0,227 BOWERY,986234.0,202311.0
119,1004260009,M9,M9,M9,M9,M9,103.0,229 BOWERY,986242.0,202336.0
120,1004350042,M1,M1,M1,M1,M1,103.0,121 EAST 7 STREET,988631.0,203985.0
121,1004350048,M4,M4,M4,M4,M4,103.0,109 EAST 7 STREET,988520.0,204045.0
122,1004350049,M1,M1,M1,M1,M1,103.0,107 EAST 7 STREET,988486.0,204065.0
123,1004350052,M3,M3,M3,M3,M3,103.0,101 EAST 7 STREET,988452.0,204084.0
124,1004370025,M1,M1,M1,M1,M1,103.0,155 AVENUE A,989065.0,204447.0
125,1004380049,M1,M1,M1,M1,M1,103.0,257 EAST 10 STREET,988822.0,204733.0
126,1004390001,M9,M9,M9,M9,M9,103.0,182 1 AVENUE,988790.0,204999.0
127,1004400044,M4,M4,M4,M4,M4,103.0,429 EAST 12 STREET,989216.0,205089.0
128,1004410010,M1,M1,M1,M1,M1,103.0,406 EAST 14 STREET,989188.0,205478.0
129,1004410012,M3,M3,M3,M3,M3,103.0,414 EAST 14 STREET,989247.0,205540.0
130,1004430016,M1,M1,M1,M1,M1,103.0,59 EAST 2 STREET,987160.0,203156.0
131,1004430033,M9,M9,M9,M9,M9,103.0,25 1 AVENUE,987439.0,202969.0
132,1004440003,M3,M3,M3,M3,M3,103.0,42 2 AVENUE,987047.0,203430.0
133,1004440005,M1,M1,M1,M1,M1,103.0,46 2 AVENUE,987086.0,203475.0
134,1004450002,M2,M2,M2,M2,M2,103.0,56 2 AVENUE,987157.0,203646.0
135,1004460003,M1,M1,M1,M1,M1,103.0,76 2 AVENUE,987309.0,203878.0
136,1004480005,M1,M1,M1,M1,M1,103.0,112 2 AVENUE,987600.0,204376.0
137,1004480009,M3,M3,M3,M3,M3,103.0,50 EAST 7 STREET,987669.0,204346.0
138,1004480042,M1,M1,M1,M1,M1,103.0,323 EAST 6 STREET,987800.0,204166.0
139,1004490013,M3,M3,M3,M3,M3,103.0,48 ST MARKS PLACE,987835.0,204540.0
140,1004490020,M1,M1,M1,M1,M1,103.0,62 ST MARKS PLACE,987988.0,204453.0
141,1004540040,M1,M1,M1,M1,M1,103.0,207 1 AVENUE,988800.0,205413.0
142,1004550024,M1,M1,M1,M1,M1,103.0,336 EAST 14 STREET,988773.0,205782.0
143,1004600023,M1,M1,M1,M1,M1,103.0,224 EAST 5 STREET,986971.0,204165.0
144,1004620007,M1,M1,M1,M1,M1,103.0,6 TARAS SHEVCHENKO PL,987096.0,204653.0
145,1004630001,M1,M1,M1,M1,M1,103.0,61 COOPER SQUARE,987020.0,204847.0
146,1004660012,M1,M1,M1,M1,M1,103.0,206 EAST 11 STREET,987540.0,205554.0
147,1004660025,M3,M3,M3,M3,M3,103.0,232 EAST 11 STREET,987760.0,205436.0
148,1004660026,M1,M1,M1,M1,M1,103.0,165 2 AVENUE,987828.0,205351.0
149,1004700013,M1,M1,M1,M1,M1,102.0,359 BROOME STREET,985463.0,201486.0
150,1004720015,M1,M1,M1,K4,K4,102.0,253 CENTRE STREET,984788.0,201825.0
151,1004800040,M1,M1,M1,M1,M1,102.0,378 BROOME STREET,985274.0,201793.0
152,1005040025,M4,M4,M4,M4,M4,102.0,190 PRINCE STREET,983520.0,203933.0
153,1005090001,M1,M1,M1,M1,M1,102.0,256 MULBERRY STREET,985605.0,202925.0
154,1005100021,M3,M3,M3,M3,M3,102.0,263 MULBERRY STREET,985432.0,202990.0
155,1005170011,M1,M1,M1,M1,M1,102.0,155 SULLIVAN STREET,983892.0,204223.0
156,1005170024,M9,M9,M9,M9,M9,102.0,149 THOMPSON STREET,983972.0,204170.0
157,1005170026,M3,M3,M3,M3,M3,102.0,147 THOMPSON STREET,983920.0,204144.0
158,1005170037,M2,M2,M2,M2,M2,102.0,171 PRINCE STREET,983800.0,203933.0
159,1005170126,M1,M1,M1,M1,M1,102.0,145 THOMPSON STREET,983895.0,204101.0
160,1005180031,M3,M3,M3,M3,M3,102.0,154 SULLIVAN STREET,983729.0,204304.0
161,1005210043,M2,M2,M2,M2,M2,102.0,18 BLEECKER STREET,986092.0,203535.0
162,1005410023,M1,M1,M1,M1,M1,102.0,55 WASHINGTON SQUARE S,984689.0,205311.0
163,1005570001,M1,M1,M1,M1,M1,102.0,788 BROADWAY,986787.0,205945.0
164,1005570008,M3,M3,M3,M3,M3,102.0,804 BROADWAY,986773.0,206070.0
165,1005590036,M1,K4,K4,K4,K4,103.0,114 3 AVENUE,987659.0,206355.0
166,1005630049,M1,M1,M1,M1,M1,102.0,53 EAST 11 STREET,986309.0,206422.0
167,1005640032,M1,M1,M1,M1,M1,102.0,33 EAST 12 STREET,986405.0,206654.0
168,1005690038,M1,M1,M1,M1,M1,102.0,11 EAST 11 STREET,985823.0,206685.0
169,1005740038,M3,M3,M3,M3,M3,102.0,12 WEST 11 STREET,985420.0,206730.0
170,1005740044,M1,M1,M1,M1,M1,102.0,36 5 AVENUE,985436.0,206607.0
171,1005740048,M3,M3,M3,M3,M3,102.0,7 WEST 10 STREET,985371.0,206645.0
172,1005750048,M1,M1,M1,M1,M1,102.0,12 WEST 12 STREET,985575.0,206892.0
173,1005780064,M3,A4,A4,A4,A4,102.0,32 DOMINICK STREET,982417.0,203375.0
174,1005780075,M1,V1,D6,D6,D6,,570 BROOME STREET,,
175,1005860020,M1,M1,M1,M1,M1,102.0,240 BLEECKER STREET,983445.0,205441.0
176,1005860030,M9,M9,M9,M9,M9,102.0,27 CARMINE STREET,983402.0,205378.0
177,1005900007,M1,M1,M1,M1,M1,102.0,269 BLEECKER STREET,983442.0,205785.0
178,1005920063,M4,M4,M4,M4,M4,102.0,138 WAVERLY PLACE,984053.0,206324.0
179,1005920071,M1,M1,M1,M1,M1,102.0,365 AVENUE OF THE AMER,984056.0,206186.0
180,1006050031,M1,M1,M1,M1,M1,102.0,487 HUDSON STREET,982306.0,206190.0
181,1006050033,M1,M1,M1,M1,M1,102.0,483 HUDSON STREET,982337.0,206102.0
182,1006050038,M3,M3,M3,M3,M3,102.0,477 HUDSON STREET,982292.0,206016.0
183,1006100075,M2,M2,M2,A4,A4,102.0,27 CHRISTOPHER STREET,983952.0,206703.0
184,1006130017,M1,M1,M1,M1,M1,102.0,232 WEST 11 STREET,983493.0,207449.0
185,1006130023,M9,M9,M9,M9,M9,102.0,224 WEST 11 STREET,983658.0,207475.0
186,1006190078,M1,M1,M1,M1,M1,102.0,81 CHRISTOPHER STREET,983241.0,206582.0
187,1006190080,M9,M9,M9,M9,M9,102.0,83 CHRISTOPHER STREET,983208.0,206556.0
188,1006210062,M1,M1,M1,M1,M1,102.0,53 CHARLES STREET,983311.0,207071.0
189,1006290018,M1,M1,M1,M1,M1,102.0,330 WEST 14 STREET,983071.0,208923.0
190,1006290021,M3,M3,M3,M3,M3,102.0,328 WEST 14 STREET,983119.0,208914.0
191,1006290022,M3,M3,M3,M3,M3,102.0,326 WEST 14 STREET,983142.0,208901.0
192,1006300005,M3,M3,M3,M3,M3,102.0,657 WASHINGTON STREET,981931.0,206355.0
193,1006300026,M1,M1,M1,M1,M1,102.0,149 CHRISTOPHER STREET,982015.0,206329.0
194,1006330050,M9,M9,M9,M9,M9,102.0,306 WEST 11 STREET,982489.0,207268.0
195,1006910041,M1,M1,M1,M1,M1,104.0,512 WEST 20 STREET,982453.0,211056.0
196,1006930031,M1,M1,M1,M1,M1,104.0,185 10 AVENUE,982775.0,211309.0
197,1007000053,M1,M1,V1,D3,D3,104.0,534 WEST 29 STREET,983344.0,213240.0
198,1007170060,M9,M9,M9,M9,M9,104.0,430 WEST 20 STREET,983020.0,210691.0
199,1007310054,M1,M1,M1,M1,M1,104.0,414 WEST 34 STREET,984926.0,213751.0
200,1007310058,M3,M3,M3,M3,M3,104.0,424 WEST 34 STREET,984965.0,213834.0
201,1007330062,M9,M9,M9,M9,M9,104.0,446 WEST 36 STREET,984937.0,214465.0
202,1007370042,M2,M2,M2,M2,M2,104.0,406 WEST 40 STREET,985862.0,215152.0
203,1007370043,M2,M2,M2,M2,M2,104.0,408 WEST 40 STREET,985822.0,215146.0
204,1007430070,M3,M3,M3,M3,M3,104.0,336 WEST 20 STREET,983771.0,210313.0
205,1007430072,M3,M3,M3,M3,M3,104.0,346 WEST 20 STREET,983695.0,210355.0
206,1007460028,M1,M1,M1,M1,M1,104.0,315 WEST 22 STREET,984350.0,210757.0
207,1007460059,M9,M9,M9,M9,M9,104.0,330 WEST 23 STREET,984305.0,210900.0
208,1007460060,M9,M9,M9,M9,M9,104.0,334 WEST 23 STREET,984273.0,210917.0
209,1007480005,M1,M1,M1,M1,M1,104.0,359 WEST 24 STREET,984215.0,211461.0
210,1007490015,M3,M3,M3,M3,M3,104.0,343 WEST 25 STREET,984480.0,211608.0
211,1007490017,M1,M1,M1,M1,M1,104.0,341 WEST 25 STREET,984557.0,211566.0
212,1007490023,M1,M1,M1,M1,M1,104.0,329 WEST 25 STREET,984625.0,211529.0
213,1007490069,M1,M1,M1,M1,M1,104.0,348 WEST 26 STREET,984489.0,211723.0
214,1007510076,M1,M1,M1,M1,M1,104.0,298 9 AVENUE,984577.0,212256.0
215,1007580014,M1,M1,M1,M1,M1,104.0,347 WEST 34 STREET,985564.0,213705.0
216,1007640010,M4,M4,M4,V1,D1,104.0,251 WEST 14 STREET,983808.0,208756.0
217,1007640022,M1,M1,M1,M1,M1,104.0,231 WEST 14 STREET,984006.0,208657.0
218,1007640023,M1,M1,M1,M1,M1,104.0,229 WEST 14 STREET,984028.0,208644.0
219,1007720066,M1,M1,M1,M1,M1,104.0,238 WEST 23 STREET,985015.0,210503.0
220,1007740014,M1,M1,M1,M1,M1,104.0,243 WEST 24 STREET,985120.0,210959.0
221,1007780055,M1,M1,M1,M1,M1,105.0,228 WEST 29 STREET,985805.0,211872.0
222,1007800026,M1,M1,M1,M1,M1,105.0,209 WEST 30 STREET,986193.0,212154.0
223,1007800045,M9,M9,M9,M9,M9,105.0,204 WEST 31 STREET,986226.0,212241.0
224,1008000005,M1,M1,M1,M1,M1,104.0,253 7 AVENUE,985734.0,210693.0
225,1008070017,M3,M3,M3,M3,M3,105.0,143 WEST 31 STREET,986805.0,212106.0
226,1008070018,M1,M1,M1,M1,M1,105.0,137 WEST 31 STREET,986863.0,212101.0
227,1008070022,M4,M4,M4,M4,M4,105.0,133 WEST 31 STREET,986896.0,212036.0
228,1008070065,M3,M3,M3,M3,M3,105.0,144 WEST 32 STREET,986899.0,212183.0
229,1008120062,M1,M1,M1,M1,M1,105.0,126 WEST 37 STREET,987539.0,213304.0
230,1008120161,M3,M3,M3,M3,M3,105.0,128 WEST 37 STREET,987500.0,213336.0
231,1008140036,M1,M1,M1,M1,M1,105.0,1025 AVENUE OF THE AMER,988111.0,213475.0
232,1008170080,M1,M1,M1,M1,M1,105.0,46 WEST 16 STREET,985558.0,208165.0
233,1008180024,M9,M9,M9,M9,M9,105.0,19 WEST 16 STREET,985894.0,208206.0
234,1008180056,M9,M9,M9,V1,V1,105.0,8 WEST 17 STREET,986151.0,208175.0
235,1008270022,M1,M1,M1,M1,M1,105.0,13 WEST 25 STREET,987068.0,210237.0
236,1008310033,M1,M1,M1,M1,M1,105.0,270 5 AVENUE,987826.0,210939.0
237,1008410057,M1,M1,M1,M1,M1,105.0,12 WEST 40 STREET,989009.0,213386.0
238,1008430008,M4,M4,M4,M9,M9,105.0,7 EAST 15 STREET,986380.0,207639.0
239,1008590005,M3,M3,M3,M3,M3,105.0,1 EAST 29 STREET,988073.0,210798.0
240,1008590006,M1,M1,M1,M1,M1,105.0,3 EAST 29 STREET,988155.0,210755.0
241,1008600057,M3,V1,V1,D3,D8,105.0,30 EAST 31 STREET,988691.0,210867.0
242,1008640047,M1,M1,M1,M1,M1,106.0,34 EAST 35 STREET,989359.0,211724.0
243,1008640050,M9,M9,M9,M9,M9,106.0,28 EAST 35 STREET,989270.0,211772.0
244,1008640051,M9,M9,M9,M9,M9,106.0,26 EAST 35 STREET,989252.0,211782.0
245,1008650018,M3,M3,M3,M3,M3,106.0,209 MADISON AVENUE,989231.0,212013.0
246,1008650019,M2,M2,M2,M2,M2,106.0,207 MADISON AVENUE,989241.0,211957.0
247,1008690026,M2,M2,M2,M2,M2,106.0,25 EAST 39 STREET,989796.0,212834.0
248,1008710025,M9,M9,M9,M9,M9,106.0,14 IRVING PLACE,987586.0,206937.0
249,1008730032,M1,M1,M1,M1,M1,106.0,143 EAST 17 STREET,988082.0,207275.0
250,1008750053,M1,M1,M1,M1,M1,106.0,28 GRAMERCY PARK SOUTH,988304.0,207812.0
251,1008770001,M1,M1,M1,M1,M1,106.0,277 PARK AVENUE SOUTH,987925.0,208487.0
252,1008770089,M9,M9,M9,M9,O5,105.0,281 PARK AVENUE SOUTH,987931.0,208604.0
253,1008780032,M1,M1,M1,M1,M1,106.0,151 EAST 22 STREET,988674.0,208360.0
254,1008780034,M3,M3,M3,M3,M3,106.0,155 EAST 22 STREET,988704.0,208343.0
255,1008830064,M4,M4,S5,S5,S5,106.0,134 EAST 28 STREET,989189.0,209724.0
256,1008840030,M1,M1,M1,M1,M1,106.0,141 EAST 28 STREET,989403.0,209817.0
257,1008840054,M3,M3,M3,M3,M3,106.0,142 EAST 29 STREET,989359.0,209910.0
258,1008850032,M1,M1,M1,M1,M1,106.0,135 EAST 29 STREET,989425.0,210051.0
259,1008850071,M1,M1,M1,M1,M1,105.0,154 LEXINGTON AVENUE,989267.0,210283.0
260,1008860011,M9,M9,M9,M9,M9,105.0,113 EAST 30 STREET,989131.0,210506.0
261,1008860074,M2,M2,M2,M2,M2,105.0,124 EAST 31 STREET,989314.0,210523.0
262,1008890053,M1,M1,M1,M1,M1,106.0,152 EAST 34 STREET,990052.0,211000.0
263,1008900025,M9,M9,M9,M9,M9,106.0,243 LEXINGTON AVENUE,990005.0,211235.0
264,1008900052,M3,M3,M3,M3,M3,106.0,160 EAST 35 STREET,990269.0,211211.0
265,1008900077,M1,M1,M1,M1,M1,106.0,124 EAST 35 STREET,989768.0,211496.0
266,1008910036,M1,M1,M1,M1,M1,106.0,159 EAST 35 STREET,990323.0,211366.0
267,1008920011,M9,M9,M9,M9,M9,106.0,119 EAST 36 STREET,989999.0,211840.0
268,1008920032,M9,M9,M9,M9,M9,106.0,151 EAST 36 STREET,990425.0,211603.0
269,1008930092,M1,M1,M1,M1,M1,106.0,59 PARK AVENUE,990002.0,212249.0
270,1008940060,M3,M3,M3,M3,M3,106.0,138 EAST 39 STREET,990614.0,212203.0
271,1008950010,M9,M9,M9,M9,M9,106.0,109 EAST 39 STREET,990298.0,212557.0
272,1008950015,M9,M9,M9,M9,M9,106.0,121 EAST 39 STREET,990386.0,212508.0
273,1008960026,M1,M1,M1,M1,M1,106.0,244 EAST 15 STREET,988449.0,206310.0
274,1008960030,M4,M4,M4,M4,M4,106.0,238 EAST 15 STREET,988351.0,206365.0
275,1008960038,M1,M1,M1,M1,M1,106.0,220 EAST 15 STREET,988192.0,206453.0
276,1008970053,M1,M1,M1,M1,M1,106.0,7 RUTHERFORD PLACE,988406.0,206821.0
277,1008970060,M1,M1,M1,M1,M1,106.0,4 RUTHERFORD PLACE,988473.0,206855.0
278,1008980025,I9,I9,M1,M1,M1,106.0,245 EAST 17 STREET,988715.0,206927.0
279,1008980046,M9,M9,M9,M9,M9,106.0,218 EAST 18 STREET,988542.0,207130.0
280,1009020013,M9,M9,M9,M9,M9,106.0,217 EAST 21 STREET,988956.0,207911.0
281,1009020024,M3,M3,M3,M3,M3,106.0,237 EAST 21 STREET,989158.0,207778.0
282,1009020031,M1,M1,M1,M1,M1,106.0,373 2 AVENUE,989228.0,207859.0
283,1009060013,Z9,Z9,Z9,Z9,M1,106.0,223 EAST 25 STREET,989521.0,208821.0
284,1009070040,M1,M1,M1,M1,M1,106.0,234 EAST 27 STREET,989836.0,209057.0
285,1009080015,M1,M1,M1,M1,M1,106.0,221 EAST 27 STREET,989758.0,209278.0
286,1009090050,M9,M9,M9,M9,M9,106.0,208 EAST 29 STREET,989825.0,209651.0
287,1009110044,M1,M1,M1,M1,M1,106.0,238 EAST 31 STREET,990316.0,209965.0
288,1009110045,M3,M3,M3,M3,M3,106.0,236 EAST 31 STREET,990283.0,209986.0
289,1009230022,M4,M4,M4,M4,M4,106.0,335 EAST 17 STREET,989258.0,206624.0
290,1009240058,M9,M9,M9,M9,M9,106.0,314 EAST 19 STREET,989186.0,207051.0
291,1009250046,M9,M9,M9,M9,M9,106.0,342 EAST 20 STREET,989591.0,207106.0
